41f73ef5	专利,程序,美国,美国专利,研究	NORM,NORM,NEG,NEG,NORM
7aa96e7d	员工,hr	NORM,NORM
2a4d1a61	黄金,油价	POS,NORM
888e9934	cead,3d打印机	POS,NORM
ecb9c341	薛顿,时薪,悉尼	NEG,NEG,POS
464b354a	工资,国家统计局	NORM,POS
c7213689	定制家具,下料机	NORM,NORM
63d078c1	全国政协委员,投资集团	POS,POS
d90f3a31	黑伍,国美	NORM,NEG
54e0cad2	华为,手机,华为手机,技巧,小技	POS,POS,POS,POS,POS
1749a980	通用电气,债务危机,财情	NORM,NORM,NORM
17f6db1f	汪峰,章子怡	POS,POS
1887f78e	区块链,支付,系统,usdt,数字货币,开发	NORM,NORM,NORM,NORM,NORM,POS
eb8a6d27	材料,送料机,划痕	NORM,NORM,NORM
d08b032f	魅族note9,红米note7,雷军	POS,POS,POS
abf2ebd3	租客,成交量,租赁成交量,春节	NORM,POS,POS,POS
b76a700a	小鱼儿,胡可,拍照	POS,POS,POS
26e72638	拍摄,视频	POS,NORM
90bfef64	行业,设备,地下室	NORM,NORM,NORM
a094e090	张智霖,袁咏仪,章子怡,汪峰	POS,POS,POS,POS
fed8e59e	荣耀v20,小技巧,高性价比	POS,POS,POS
16a19897	曹云金,生儿	NEG,POS
4911a84f	印度,苹果,供应商,库克	NEG,NEG,NORM,POS
1cf21792	世界移动通信大会	POS
d7179390	他是龙,俄罗斯	POS,POS
c7aee902	袁娅维,单曲	POS,POS
d6780c11	印度,巴基斯坦,罪魁,极端组织人员	NEG,NEG,NEG,NEG
9a9d2192	叙利亚,美国,巴沙尔,叙传奇	NEG,NEG,NEG,NEG
c179a7c8	枫藤,牛市	POS,NORM
1190b192	粉丝,杨超越,技术,男粉,编程大赛,报名	POS,POS,POS,POS,POS,POS
f31346dc	原油,风险	NORM,NORM
9e4c4e99	朴有天,东方神起,合体	POS,POS,NORM
aa9ee31e	美元,欧元,日元,指数,市场	NEG,NEG,NEG,NEG,NORM
44b0283d	冯小刚,原配,徐帆	POS,NORM,POS
74894a2a	全球,新加坡,澳洲	POS,POS,NEG
d88e0c49	iqoo,小米,小米9,屏幕指纹,结果	POS,POS,POS,NORM,NORM
30267b2e		
a17fb740	库存,fba,亚马逊,fba库存	NORM,NORM,POS,NORM
b71a7ad2	监控	NORM
10b28e2f	岳父,汪峰,包贝尔,妻子2,男士	POS,POS,POS,POS,POS
d385b540	袁咏仪,智霖	POS,POS
a6b8d71f	爱奇艺,上海戏剧学院,实验网剧,地球脸红了,上戏	POS,POS,POS,POS,POS
19d445e8	政策,增值税,印花税,市场,传言	NORM,NORM,NORM,NORM,NORM
a719b362	网站,电商网站,印象	NORM,NORM,POS
e741fc34	苹果,摄像头,收购,iphone,3d摄像头	NEG,POS,NORM,POS,POS
9996c21e	消费者,面粉,前世今生	POS,NORM,NORM
83d0eb5d	awe,互联网冰箱,格兰仕	POS,POS,POS
6e97fbab	消费者	NORM
c4ce030a	耶鲁大学,哥伦比亚,太坊基金会,研究人员,以太坊基金会	POS,POS,POS,POS,POS
70a188a9	华为,杨元庆,联想,联想集团,5g,宁愿,雷帝网	POS,POS,NEG,NEG,POS,POS,POS
03834b19	it,企业	POS,NORM
fd9bfc8d	3d打印,3d,传统制造业,互联网,互联网+,商业模式	POS,POS,NORM,NORM,POS,POS
21f89517	女朋友,婚礼,钻戒	POS,POS,NORM
4d255608	券商,次新股,新股,券商板块	POS,NORM,NORM,POS
d462b894	甘孜州,太阳能光伏组件,生产线	POS,POS,POS
d4da2ac0	航行,军舰	NEG,NEG
22e75fb0	加盟商	NORM
6cd6f57c	贷款,抵押贷款,房屋	NORM,NORM,NORM
40150e74	小米,aiot战略委员会,aiot	POS,POS,POS
88ea1ba3	广告,中国互联网金融协会,网贷,广告宣传,欺诈,消费者权益	NEG,NEG,NEG,NEG,NEG,NEG
93d5ac42	绿箭侠,cw电视台,糖哥	POS,POS,POS
34499a79		
65ac3588	金属仿古瓦,范围	NORM,NORM
32bd83c2	联想,华为,杨元庆,5g,宁愿	POS,POS,POS,POS,POS
41a04255	fda,注册,化妆品	NORM,NORM,NORM
cc673bd0	市场,原油	NORM,NORM
00894f2f	小程序,查名,微信,小企,上线	NORM,NORM,POS,NORM,NORM
ccdee228	求婚,女方,男子	NEG,NEG,NORM
a518b645	生物膜	NORM
43af28c8	中国,拜克,中国工兵,苏丹维,南苏丹维,工兵伦拜克	POS,POS,POS,POS,POS,POS
8f8a9724	贾乃亮,李小璐,杨超越,甜馨	POS,POS,POS,POS
327a64ec	运营商财经网,经网,老凤祥,股份	POS,POS,POS,POS
46cb232c	手机,出货,智能手机,5g,5g手机	POS,NORM,POS,POS,POS
e8436cf6	资质,时间,建业	NORM,NORM,NORM
cef44880	董卿,二婚,老婆	POS,POS,POS
4de60a5c	网站,军民融合,规范,省网信办,网信办,账号	NORM,POS,POS,POS,NORM,POS
668ee0a4	二氧化氯,二氧化氯泡腾片,商品名	NORM,NORM,NORM
a6ddfa3b	股票,全部,股民,牛市,st股	NORM,NORM,NORM,NORM,NORM
76e604ed	东方增氧片,增氧片,碳酸钠	NORM,NORM,NORM
69ae84f0	市场监管,保健品行业,健康,全国政协委员	POS,POS,POS,POS
909ca972	佐田氏	POS
7634949b	原油,黄金,行情	NORM,NORM,NORM
b1854d11	*st油服,金融界	POS,POS
0e5f4ad7	搜索引擎,网站,网络推广,seo	NORM,NORM,NORM,POS
0f716841	潜规则,铺先生,手把手	NORM,NORM,NORM
14deae9b	金融界	POS
34b3c611	南方电网,张荣婷,头条	POS,POS,POS
6b74408e	委内瑞拉,美国,马杜罗	NEG,NEG,POS
764783f1	数字化转型,征信	POS,POS
ef2faca0	贾静雯,po	POS,POS
0ff9af55	顺灏股份,金融界	POS,POS
d8d8a87f	科创板,券商股,高挺,瑞银证券,分析师,瑞银	POS,POS,POS,POS,POS,POS
c2a217b7	金融界	POS
e90d5454	iphone,销量,天猫,平台	NORM,POS,POS,POS
6eda401b	大摩,九龙仓	POS,POS
8206b35c	天玑科技,金融界	POS,POS
6cefb703	流浪地球,中国科幻电影	POS,POS
e55ff15b	金融界,st天化	POS,POS
f6055561	星湖科技,金融界	POS,POS
85ac7d9c	首航节能,金融界	POS,POS
ab14b324	券商,券商板块,财通证券,中信建投	NEG,POS,POS,POS
c6b45257	晓程科技,金融界	POS,POS
1a7edeeb	国信证券,金融界	POS,POS
d3a20225	金融界	POS
8f916ad0	金融界	POS
fa100189	金融界,航天晨光	POS,POS
268ae569	联创光电,金融界	POS,POS
7e81316f	金融界,两面针	POS,POS
776c54dd	金融界	POS
813576f0	*st东凌,金融界	POS,POS
b2496a10	金融界,坚瑞沃能	POS,NEG
4b7cb3c4	*st龙力,金融界	POS,POS
d057b0b9	金融界	POS
fad78ff0	华星创业,金融界	POS,POS
c85849a4	金融界,天海防务	POS,POS
0e8c4b1f	银星能源,金融界	POS,POS
ca2be36d	联明股份,金融界	POS,POS
56839769	迪威迅,金融界	POS,POS
ae6b964c	金融界	POS
cced81e6	申洲国际,马建荣,运营商财经网,富豪,福布斯,董事长	POS,POS,POS,POS,POS,POS
66c5ec09	金融界	POS
32bf6d7b	金融界,宁波东力	POS,NEG
a41c3895	奥马电器,金融界	POS,POS
8384b69c	金融界,易世达	POS,POS
522f4e8b	金融界,梅雁吉祥,梅雁	POS,NEG,NEG
d86c0f95	顺网科技,金融界	POS,POS
f92cbd22	金融界,st保千	POS,POS
c3e18f2d	反垄断法,日本,个人信息	POS,POS,NORM
e210d947	赖有天,伤感缘分,单曲	POS,POS,POS
b3634c0f	大智慧,智慧	POS,POS
dda60849	阿里巴巴,nba,中国	POS,POS,POS
8a12b0ce	袁咏仪,张智霖,旧照	POS,POS,POS
24d942cf	张嘉倪,豪宅,客厅	POS,POS,POS
d6442c38	联想,华为,杨元庆,声明,高通,5g	POS,POS,POS,POS,NEG,POS
4d5f8034	开发	POS
81cfbb01	岳云鹏,郑敏,小岳岳	POS,POS,POS
e9c227b4	国际劳动妇女节,女王	POS,POS
dc3275f3	朗源股份	NORM
51a0205e	钛白粉,企业,库存	POS,POS,NORM
7f2cc2c8	5g,华为,杨超斌,产品线	POS,POS,POS,POS
da6e6cf4	汤集安,湖南广播电视台,湖南卫视,总编室,湖南卫视总编室	POS,POS,POS,POS,POS
2c0951af	女神节,大妈	NORM,POS
aa730223	msci,主管,外资	POS,NORM,POS
892be800	msci,美的集团,主管,a股,大族激光	POS,POS,NORM,POS,NORM
e13e0260	msci,主管,外资,e公司	POS,NORM,POS,NORM
d30e0838	genie,winner	POS,POS
6bbaf3bf	王俊凯,摩托,少年,舞台	POS,POS,POS,POS
f5a86201	摩拜,美团,收购,总部	NEG,NEG,NORM,NEG
ae6bc56a	华为,美国,美国政府,服务器	POS,NEG,NEG,POS
62eb0c86	王源,联合国	POS,POS
6113c483	全智贤,素颜	POS,POS
698d1f4e	全智贤,女神	POS,NORM
69d07072	刘昊然,网友,违和感	POS,POS,POS
03e1412e	邹凯,北京,奥军	POS,POS,POS
82ddbfa2	贾跃亭,上海场,投资,上海场景派投资中心	POS,NORM,NORM,NEG
32b6af0c	萨维尔酒店集团,萨维尔,企业	POS,POS,POS
b0ae5d4a	减税,中国经济	NORM,NORM
9297f9d8	废旧物资,增值税,行业	NORM,NORM,NORM
fcc211df	推广,app,渠道	NORM,NORM,NORM
949e04d6	罗永浩,老罗,培训,英雄,牛博网	NEG,NORM,NORM,NEG,POS
b5bc3afe	电子烟,鼻祖,韩力	NORM,NORM,NORM
8a790d11	中信建投,溢价,中信	POS,NORM,POS
ac63f372	selina,约会,对象	POS,NORM,NORM
d068eb23	管线综合深化设计,bim,技术	NORM,POS,POS
66d6a52e	电力监控系统,狮山科技馆,安科瑞,崔庭宇,设计,江苏安科瑞电器制造有限公司	POS,POS,POS,POS,NORM,POS
23fc998a	触摸屏,设计,键盘,界面	NORM,NORM,NORM,NORM
8f8ac140	5g,生态	POS,NORM
d0dd6821	图谱,人类蛋白质图谱,组织	POS,POS,NORM
510ac34f	政府工作报告,新思路,宏观经济	POS,POS,POS
2a9ff811	莆田餐厅	POS
e1d2951e	增长,两会	POS,POS
9da38923	艺术品,信息,市场,atcc,艺术品市场,区块链	NORM,NORM,NORM,POS,NORM,POS
3e3d33ce	绿皮书,阿里,莫特森,维果·莫特森	POS,POS,POS,POS
13cad5a4	乐观派,a股	POS,POS
58c0ef15	蔚来,特斯拉,降价,年亏	NEG,NEG,NEG,NEG
3478074a	8k,板块,东风	POS,POS,POS
b3abfb15	特鲁多,支持率	NEG,NEG
09d3a752	外资,新兴市场	NORM,NORM
6cb4b873	持仓,主力,期货,交易者,商品期货,收盘	NORM,NORM,NORM,NORM,NORM,NORM
0fee25ec	美国,华为,政府,美国政府,孟晚舟,加拿大,法案	NEG,POS,NEG,NEG,NEG,NEG,NEG
2a59b4e0	股市,巴菲特,利好	NORM,NORM,NORM
db5762b3	shark,吸尘器	POS,NORM
0ce3172c	华为,美国政府,深圳,总部	POS,NEG,NORM,POS
c1155dbe	中国移动,5g,港股	POS,POS,POS
c79b4685	融资,房企,利率,房企融资	NORM,POS,NORM,NORM
f6bf7904	市场,楼市,房地产,房地产市场,热销,个案	POS,NORM,NORM,POS,NORM,NORM
c76a395f	楼市,房价,房地产,中介	NORM,POS,NORM,NORM
5a2a9a57	成龙,杨洋,朱正廷,急先锋,新片,迪拜	POS,POS,POS,POS,POS,POS
b89f5acc	都挺好,陪伴式啃老	POS,POS
1797e98e	武侠,倚天屠龙记,新倚天	POS,POS,POS
fac3ee35	ai,欧洲,投资人,造假	POS,POS,POS,NORM
0ff0a48e	主题	POS
2f28cc73	皇氏集团,公司,主业,乳业控股公司	POS,NORM,NORM,NORM
4a017eea	短视频,熊出没,华强方特,票房,短视频营销,全方位	NEG,POS,POS,POS,POS,POS
35f2d6e0	虾价,养殖户,收购商,北方,缺货	NORM,NORM,NORM,NORM,NORM
8f0d04ff	养老保险,退休,缴纳比例	NORM,NORM,NEG
d6989947	工业互联网,发达国家,政府工作报告,数字化转型	POS,POS,POS,NORM
14ce39a8	格力电器,华为	POS,POS
fd5b05b8	九尊,九尊互娱,毛利率,港股,游戏行业	POS,POS,NEG,POS,POS
2069ecc1	私募,大宗交易,资金,抄底,a股	NORM,POS,NORM,POS,POS
2d7cd418	经济,澳大利亚,央行	NORM,NEG,POS
c3d685fb	面积,公摊面积,住建部	NORM,NORM,NORM
87edbbf9	实名制,人脸识别,建筑工人	NORM,POS,NORM
4d73b481	机器人,餐厅,普渡科技,送餐机器人	NORM,NORM,POS,POS
0b1cb5b9	chanel,贝母白,易烊千玺	POS,POS,POS
e82e4157		
91479f11	处理器	NORM
59d4df7f	缺点	NORM
95152f15	快闪店,亚马逊,全球	NORM,NORM,NORM
c3c8615c	大江大河,归去来,美好生活	POS,POS,POS
11aa7dd6	欧元,欧央行	NEG,NEG
c67fad39	章子怡,汪峰,父母,岳父,恋爱	POS,POS,NEG,POS,NEG
c373e4aa	村民,特产,脱贫	NORM,NEG,NEG
b16ac60e		
2dfbe7c2	jeet	POS
50685bd9	日本,空手道,高手	POS,POS,POS
97e500e5	陈柏霖,高级感	POS,POS
11da2a8a	华为,任正非,中国芯	POS,POS,POS
8203ea8f	江珊,前夫,儿子	POS,POS,POS
710784d7	周洁琼,王思聪,日本	POS,NEG,NORM
76b5612e	竞争力,液氨,重庆	POS,NORM,POS
362abd6e	手机,htc,市场,品牌,印度,安卓机皇,安卓,机皇,htc手机	POS,POS,POS,NORM,POS,POS,POS,POS,POS
c0b9beea	折叠屏手机,智能手机	NORM,NORM
9d5817b7	宋丹丹,我爱我家,春晚,前夫,北京	POS,POS,POS,POS,POS
b4f8a135	方法,京东店群	NORM,NORM
5e502473	趣头条,股价,妖股	NEG,NEG,NEG
f72d4a3d	开发,小程序	POS,POS
a6e7dfe3	车主	NORM
2d577ba9	数据,互联网,互联网金融	NORM,POS,POS
180c0ca7	互联网,思维,营销策划,中国策划学院	NORM,NORM,NORM,POS
e0a07f81	张一山,古装,文咏珊	POS,POS,POS
83f7727a	中国玻璃,玻璃	POS,NORM
0032ca8d	热点,两会	POS,POS
fa8100d6	原来你还在这里,结局	POS,NORM
8c46a40c	vivo,全面屏,真全面屏,曝光	POS,POS,POS,POS
55fdd212	办法,总成	NORM,NORM
92377bec	中欧基金,a股	POS,POS
f8098bb2	手机,银行卡,微信,支付宝	NORM,NORM,POS,POS
50125e26	mwc,外媒	POS,NORM
cade297a	女富豪,粉丝	POS,POS
021d362f	美海军,隐形无人战机,航空母舰	NEG,NEG,NEG
24b32c4e	设备,全自动隔油设备,蹊径,商务部	NORM,POS,NORM,POS
ede62992	水玲珑,英俊,古装	POS,POS,POS
58d1def0	改革,海关,南宁,南宁海关,政务保障	POS,POS,POS,POS,POS
ffcc497e	手机,iqoo,用户,评价,vivo	NORM,POS,NORM,NORM,POS
ff5dee60	花鸟画,国画,牡丹画	POS,NORM,NORM
1a2ddf72	瀚云,工业app,联网,互联网	POS,POS,POS,NORM
a33df13a	红魔mars	POS
21765856	都挺好,两会	POS,POS
2093b955	沈腾,倪萍,王牌,情商	POS,POS,POS,NORM
98c4caf0	华为畅享9plus,华为	POS,POS
901535f1	信用卡,逾期,信用卡逾期	NORM,NORM,NORM
e0364306	铂涛集团,韩国,非繁城品酒店,海外	POS,POS,POS,POS
81e0ab38	三菱串行	POS
89ec125b	薛之谦,演唱会,本尊	POS,POS,NEG
a789ff58	公主,女人,小公主	NORM,NORM,POS
89b54fc1	妲己,吴谨言,定妆照,朝歌,于正	POS,POS,POS,POS,POS
62dbe230	美国,国会,美国国会研究局,美国国会,研究局	NEG,POS,POS,NEG,NEG
0df4785e	原油,黄金,操作建议	NORM,NORM,POS
b4e9b8b6	蛋糕,好利	NORM,NORM
94072110	赵丽颖,金瀚,合作	POS,POS,POS
36963730	股价,业绩,券商	POS,POS,POS
a7c650a3	存储,西数,存储巨头	POS,POS,NORM
c0fbdd83	广西商务厅,两旺,广西	POS,POS,POS
82e86c2b	高峰论坛,智能制造	POS,POS
124e4f10	苏宁,地球	POS,NORM
265e7a05	携号转网,运营商,行业	POS,NORM,NORM
4a60b74d	山西,法人	NEG,NEG
21e2a691	泰捷,webox,泰捷webox,电视盒子,泰捷webox电视盒子,pk	POS,NORM,POS,POS,POS,POS
de27e8a1	球团,产能,粘结剂	NORM,NORM,NORM
147aa506	市场,政策	NORM,NORM
aaa0071a	会员,p客计划	NORM,NORM
00b7da78	团购,社区团购,魔咒	NORM,NORM,NORM
7400c39f	易烊千玺,手机,粉丝	POS,NORM,NORM
1bbc0361	机构,外资私募,a股	POS,POS,POS
17e551e7	焦俊艳,老师,杨幂,整容	POS,NORM,POS,NEG
b8c991d2	gear s3,三星,gears3	POS,POS,POS
ec773339	章子怡,汪峰,父母,妻子的浪漫旅行	POS,POS,NORM,POS
fc9280bb	华纳,女演员,华纳兄弟,集团,凯文·辻	POS,NORM,POS,POS,POS
d3864ff5	魅族,iqoo,小米9,骁龙855	POS,POS,POS,POS
aba490fe	金融,科技股,指数	POS,NORM,NORM
e4661235	券商股,尾盘,两市,短调,风险	NORM,NORM,NEG,NEG,NEG
ba6ab0c9	沪深,300指数,沪深300指数,空单,有道论金	NEG,POS,NEG,NEG,NORM
1963238d	招标网	POS
9c50330d	会展业,槐荫区,济南市,政府	POS,POS,POS,POS
6fb15360	easa,anac,佛罗里达州	POS,POS,NORM
5bbbee60	5g手机,5g	POS,POS
7973e8dd	棕榈油,榈油,印尼棕榈油,印尼棕,库存,gapki,印度尼西亚	NORM,NEG,NEG,NEG,NEG,POS,NEG
7455cd99	尧都农商银行,储蓄存款	POS,POS
9f766b12	城市,土地市场	POS,POS
c66c2713	app,开发,企业,收费,app开发,互联网	NORM,NORM,NORM,NORM,NORM,NORM
7f90b258	股市,周评	POS,POS
70515225	营销,过来人	NORM,NORM
87f7e215	卡萨帝	POS
2833ea42	包文婧,杨幂,节目	POS,POS,NORM
5be6f66d	施暴者,电影	NEG,NORM
9e4cff07	形式,报表	NORM,NORM
459cee46	女生节,武汉大学,女生	POS,POS,POS
88bd4fc3	印度,巴基斯坦,潜艇,冲突,领海	NEG,NEG,NEG,NEG,NORM
353e8ff4	中国,日本,美国,排行榜	POS,POS,NEG,POS
d9670ee5	事件,北京旗隆	NORM,NEG
cf032bdd	乘客,长沙,小小,车厢,长沙市	POS,POS,POS,POS,POS
1584b4c9	纳斯达克,腾讯,融资	POS,POS,NORM
94dc472e	外资,a股,msci,市场,中国	NORM,NORM,NORM,NORM,POS
4076b954	岳云鹏,郑敏,女儿	POS,POS,POS
1dac4225	电脑	POS
0abc94f7	价格,沪铜	NORM,NORM
d5a8a541	广西,陆海新通道,全力,广西商务厅	POS,POS,POS,POS
132a4016	新能源汽车,新能源,中能东道	NORM,POS,NORM
13bcc972	北通,阿修罗2,鬼泣5,cp	NORM,NORM,POS,NORM
8794a918	日程	POS
38431ab0	周润发,发嫂,发哥	POS,POS,POS
369aaf6b	吴青峰,歌手,那些花儿,闽南语,金曲	POS,POS,POS,POS,POS
1bb27a2e	吴尊,汪东城,网友	POS,POS,NORM
b24e7bd9	小糯米,杨幂,刘恺威,香港	POS,POS,POS,NORM
674f56e4	税收	NORM
2e85a3b1	鑫腾股谈,股指,三大股指	POS,NORM,NORM
c85c8cf2	沙特,德国,英国,军品,bae系统公司,bae	NEG,NEG,NEG,NEG,POS,NORM
bc0df887	互联网,平台,云南文化旅游平台,电商,电商市场	POS,NORM,POS,NORM,NORM
e0f20542	美国,进出口,赤字	NEG,NEG,POS
91ea40df	农村,兴县,贵州,经验	POS,POS,POS,POS
291c76fe	两市	NEG
3b643469	李湘,裙子,格力,富豪	POS,POS,POS,POS
d35adfc3		
48cd081d	oled,海信,oled电视,防残影技术	POS,POS,POS,POS
ea6c6abb	莎士比亚,罗密欧,排期	POS,POS,POS
61ccfd65	传播易,电商,淘宝,广告业,淘宝商城	NORM,NORM,POS,NORM,POS
5fd9fd9d	何沄伟,大咖,相声界,巡演	POS,POS,POS,NEG
1d3824ea	识别,技术,ocr,ocr技术	NORM,POS,POS,POS
b387f98c	刘恺威,杨幂	NEG,NEG
62901f7f	小型微利企业,小微企业,财政部	POS,POS,POS
46740f43	信用卡,征信,逾期	NORM,NORM,NORM
c5601b9c	设备	POS
b0f34c9f	复盘,股票池,世界尽头,股池	NORM,NORM,NORM,POS
6a8185c1	影视投资,国家政策,大势	NORM,POS,NORM
e64b8ced	十字星,天量,股市	POS,NORM,NORM
23e15183	华为,5g,收费,标准,收费标准,国人,华为5g	POS,POS,POS,POS,POS,POS,POS
88e956e6	原油,黄金,建议,非农,技术	NORM,NORM,NORM,NORM,NORM
385890f4	吴越,陈建斌,娱乐圈	POS,POS,POS
5a7c8d1a	oppo,升降式摄像头,渲染图	POS,POS,POS
a545d7b2	李倩,演员,嘴角	POS,POS,NORM
9e19c5e5	行情	NORM
598ea3d6	张紫妍,尹智吴,遗书,韩国	POS,POS,POS,POS
47d4152a	旅游业,移动互联网,智能手机	NORM,NORM,NORM
8fd8a6eb	孙俪,马甲	POS,POS
eb74d9b2	美元,区间,短线,银价,黄金,价格	NEG,NORM,NORM,NORM,NORM,NORM
d82f1184	处理器,英特尔,电脑,pceva,cpu,上市	NORM,NORM,NORM,POS,NORM,NORM
8b56d34a	周润发,骄阳岁月,拍戏,五针,电影	POS,POS,POS,POS,POS
93a0aa01	晴格格,还珠格格	POS,POS
fe505bb3	广告媒介,传播易,潜力	NORM,NORM,NORM
8b078e73	网易相册,停止运营,运营,注册	NEG,NORM,NORM,NORM
bdd57153	减税,增值税	NORM,NORM
56c7a0a1		
a9c3604f	平板,处理器,三星,三星galaxy	POS,POS,POS,NORM
71817463	黄梦莹,逆流,热播	POS,NORM,NORM
b49e1df2	招摇,许凯	POS,POS
8baf72f9	代表团	POS
9b6fa0cc	小米,aiot战略委员会,微信	POS,POS,POS
32320e8f	京东,京东物流,北京华鸿	POS,POS,POS
5769b232	吴谨言,聂远,赵姬	POS,POS,POS
4a07e857	外贸,出口,贵港市	POS,POS,POS
49cce77f	范冰冰,华谊	NEG,NEG
89db5194	金鼎安全,宿州市,副市长,祖钧公	POS,POS,POS,POS
7377862d	俄罗斯,波塞冬,普京,鱼雷	POS,POS,POS,POS
a232dd6a	vivo x27,vivo,8gb	POS,POS,POS
c0292991	高德,高德地图,通勤地图,方案,上线	POS,POS,POS,POS,POS
7ae14129	ang,哥伦比亚	NORM,POS
1409760c	58集团,股权,太平洋	POS,NORM,POS
51e4fecf	翟天临,男女,剧将	NEG,NORM,NORM
abf0ac17	唐嫣,身份	POS,POS
ca29ce68	韭菜,宁安市,专业,黑龙江	POS,POS,POS,POS
87b7dc42	aiot战略委员会,集团,小米	POS,POS,POS
2d6cdd7a	金融界,深天马a	POS,POS
c50f0c29	airpods,苹果,视频,宣传视频	NORM,NEG,POS,POS
55ecc347	金融界	POS
261b4a33	杨延晖,副局长,麦洁萍,番禺区,副区长,新再灵广东公司	POS,POS,POS,POS,POS,POS
5c50ec51	联想,5g,华为,杨元庆,宁愿	POS,POS,POS,POS,POS
7f6827b6	金融界,浙江富润	POS,POS
fdc7a55d	陈志朋,小帅虎,颜值	POS,POS,POS
29b502bd	孟庭丽,母亲,台湾	POS,NEG,NEG
910fde0d	丙烯,市场,生意社,放量	NEG,POS,NORM,POS
21b0720f	猎鹰,阿联酋,公司	POS,POS,POS
23928d19	金融界	POS
03edbc96	东风股份,金融界	POS,POS
a732b1f5	漳州台商投资区	POS
ad09b630	河西区,病媒生物防制	POS,POS
44b93d46	俄罗斯,无人车,英国	POS,POS,NEG
fb10b3cf	费玉清,费玉,台湾	POS,POS,POS
cb72ef3c	岳云鹏,郑敏	POS,POS
dfa7d757	俄罗斯,体化,明斯克,白俄罗斯,卢卡,申科,卢卡申科	NEG,NORM,NEG,POS,NEG,POS,POS
9ada5533	gofair,google,推广,竞价	NORM,NORM,NORM,NORM
17043f63	中国,凯撒,实控人	POS,NEG,NEG
dadb4503	女学生,魏骏杰	POS,POS
da3c29d8	5g,周口,周口广播电视台,5g+4k,太昊陵庙会,川汇,频道,庙会	POS,POS,POS,POS,POS,POS,POS,POS
e9c54c93	oppo,新机,沈义人,dxo,ah	POS,NORM,POS,POS,POS
e0ea4283	爱情保卫战,阎品红	POS,POS
543801fe	安德鲁,蜘蛛侠,音乐剧,加菲	POS,POS,POS,POS
7eaa1b4f	最好的我们,电影,陈飞宇,何蓝逗	POS,POS,POS,POS
03f74cd4	南昌	POS
919da1c6	信用卡,通过率,下卡	NORM,POS,NORM
1301bc40	杨超越,编程大赛	POS,POS
6d02a73e	科威特,外长,拉夫罗夫,俄罗斯,巴赫,阿盟,叙利亚	POS,POS,POS,POS,NORM,POS,POS
536e5277	两会,政府工作报告,税收	NORM,POS,NORM
24a7376c	华为,美国政府,中国,外交部,陆慷	POS,NEG,NEG,POS,NEG
a41b4c49	宋宁峰	POS
0128abf0	贾跃亭,股权	NEG,NEG
0f0f92ff	msci,主管,外资	POS,POS,POS
101862be	justin,电子刊,创面	POS,POS,POS
ae13854b	闲鱼,平台	NEG,NEG
aaa0fbd6	仁川,教育厅,邕圣祐,仁川广域市教育厅	POS,POS,POS,POS
5a445608	白金	POS
87e714ba	韩国男团,mnet电视台,韩国,男团	POS,POS,POS,POS
7ad26594	ai,人工智能,bert	POS,POS,POS
7589ecc6	ai,异象,新世纪	POS,POS,POS
26920c6e	电气火灾,消防电源,防火门监控系统,项目,安科瑞	NORM,NORM,POS,POS,POS
78b76a8f	公安部,互联网,广告	NORM,POS,NORM
7bc0a774	摩托车展,迪拜	POS,POS
9f346f15	gdp,香港,总量	NORM,POS,NORM
9fb01fa1	奥斯卡,绿皮书,票房	POS,POS,NORM
3ff83f33	电能管理系统,有限公司,苏州旭创科技有限公司,安科瑞,崔庭宇	POS,POS,POS,POS,POS
ef8478e1	a股,走牛,中国股市	NORM,NORM,POS
ecbcce74	百度,ai,人工智能	POS,POS,POS
9176d0e2	5g,5g网络,高通,mwc2019	POS,POS,NORM,POS
e59b8e6c	外汇,支付,孙先生,网站	NEG,POS,POS,NEG
4f68f8af	魅族,凤凰,怼友商,凤凰网	NORM,POS,NORM,POS
6fb71824	华为,美国政府	POS,NEG
b586815e	英国,中学,英国中学,英国学校	POS,POS,POS,NORM
f838cc3c	aiot,小米,集团,aiot战略委员会	POS,POS,POS,POS
1ae6bed5	天网,物流行业,地网,人网	POS,POS,POS,POS
e6f67a75	口香糖,微信	NORM,NORM
d2c2a2a1	商业计划书,投资者,中国	NORM,NORM,POS
160ebd48	张扬,新新贷,4代人,英国	POS,POS,POS,POS
c3aeb7da	抖音,焦点,官方	POS,POS,NORM
73ac4a27	马丽,潘粤明,芒果	POS,POS,POS
6aea92e0	韩国,韩国政府,创业投资,美元	POS,POS,POS,POS
4e692582	华为,美国政府,总部,深圳总部,深圳	POS,NEG,POS,POS,POS
6692b6c2	a股,创业板,玄阳看股,玄阳	POS,POS,NORM,POS
